IP地址,已发送,已接收,丢包率,平均延迟,下载速度（MB/s）,地区码,端口
185.193.158.91,4,1,0.75,194.46,12.6,AMS,8443
5.35.32.238,4,4,0,194.87,12.6,AMS,443
103.251.164.245,4,4,0,165.25,12.6,AMS,443
195.26.227.28,4,4,0,246.77,12.59,AMS,443
45.144.167.46,4,4,0,142.35,12.58,SIN,19816
185.193.159.9,4,4,0,220.64,12.57,AMS,8443
77.238.224.43,4,4,0,238.38,12.52,AMS,8443
83.138.55.120,4,4,0,169.16,12.52,VIE,2053
91.84.109.51,4,4,0,251.18,12.5,AMS,443
194.164.35.192,4,4,0,267.06,12.47,AMS,2053
212.34.155.252,4,4,0,250.85,12.47,AMS,2053
212.34.149.232,4,4,0,264.46,12.44,AMS,8443
185.253.8.64,4,4,0,216.42,12.43,ALA,2053
23.230.179.152,4,4,0,224.21,12.42,TLL,443
38.180.248.29,4,4,0,228.5,12.4,TLL,443
45.89.55.200,4,4,0,227.1,12.39,BEG,8443
5.35.36.50,4,4,0,282.47,12.38,AMS,443
89.110.121.16,4,4,0,235.11,12.38,AMS,8443
185.193.158.71,4,4,0,225.4,12.37,AMS,8443
83.138.55.252,4,4,0,155.77,12.36,VIE,8443
212.34.152.202,4,4,0,247.59,12.36,AMS,8443
89.169.8.223,4,4,0,186.95,12.36,AMS,443
185.31.200.45,4,4,0,231.65,12.33,AMS,8443
89.110.119.199,4,4,0,227.64,12.33,AMS,2053
89.208.105.131,4,4,0,299.07,12.31,FRA,2053
185.193.158.77,4,4,0,219.33,12.31,AMS,8443
176.97.74.90,4,4,0,235.79,12.28,TLL,443
89.22.233.52,4,4,0,309.86,12.27,FRA,443
212.237.219.51,4,4,0,223.42,12.25,HEL,443
151.242.69.72,4,4,0,247.77,12.25,AMS,8443
79.137.204.22,4,3,0.25,303.3,12.23,FRA,443
46.102.156.144,4,4,0,178.09,12.23,VIE,8443
194.164.35.159,4,4,0,244.77,12.23,AMS,2053
46.32.187.37,4,4,0,295.75,12.21,VNO,8443
77.110.110.254,4,3,0.25,269.35,12.21,FRA,443
109.248.162.144,4,4,0,246.44,12.2,AMS,8443
35.154.123.52,4,4,0,144,12.19,BOM,443
91.232.114.118,4,4,0,323.39,12.17,AMS,443
87.121.47.32,4,4,0,218.81,12.15,EVN,443
147.45.76.82,4,4,0,298.22,12.14,FRA,2053
176.124.201.7,4,4,0,289.7,12.13,AMS,443
185.245.83.41,4,4,0,238.56,12.12,LHR,31687
45.144.53.206,4,4,0,215.27,12.12,HEL,443
5.35.46.221,4,4,0,238.25,12.12,AMS,443
91.84.98.144,4,4,0,293.57,12.1,AMS,443
79.133.180.220,4,4,0,190.85,12.1,AMS,443
212.34.153.206,4,4,0,252.87,12.09,AMS,8443
31.207.45.106,4,4,0,175.06,12.08,AMS,58221
217.144.188.28,4,4,0,350.12,12.08,FRA,8443
89.28.236.243,4,4,0,176.2,12.07,CPH,443
91.84.106.209,4,4,0,230.58,12.07,AMS,443
77.238.228.151,4,4,0,293.51,12.07,AMS,2053
77.91.68.209,4,4,0,220.25,12.07,EVN,443
188.132.192.194,4,4,0,299.89,12.06,IST,2053
46.17.100.135,4,4,0,233.87,12.06,AMS,443
195.200.19.244,4,4,0,263.26,12.04,AMS,8443
185.151.243.200,4,4,0,157.94,12.04,DME,443
93.183.127.117,4,4,0,239.78,12.04,AMS,443
38.180.214.162,4,3,0.25,326.09,12.03,CPH,443
45.144.52.173,4,4,0,215.87,12.03,HEL,443
85.198.109.79,4,4,0,211.66,12.02,DME,8443
78.40.117.23,4,4,0,219.1,12.01,ARN,2053
45.9.74.238,4,4,0,223.37,11.99,HEL,443
89.110.106.199,4,4,0,255.45,11.99,AMS,8443
46.36.221.147,4,4,0,241.95,11.99,TLL,8443
185.239.48.207,4,4,0,252.07,11.98,TLV,443
193.33.194.180,4,4,0,183.9,11.98,AMS,2053
46.8.21.114,4,4,0,198.36,11.95,ARN,2053
91.84.101.135,4,4,0,257.83,11.95,AMS,443
195.200.28.174,4,4,0,289.01,11.94,AMS,443
89.110.110.9,4,4,0,246.19,11.93,AMS,8443
89.22.227.190,4,2,0.5,322.83,11.92,FRA,443
89.110.71.35,4,4,0,256.07,11.92,AMS,443
89.110.118.183,4,2,0.5,290.63,11.91,AMS,443
79.137.196.238,4,4,0,290.43,11.89,FRA,443
5.34.211.29,4,4,0,300.59,11.89,VNO,8443
212.113.103.145,4,4,0,315.59,11.86,FRA,8443
89.110.112.8,4,4,0,247.64,11.86,AMS,8443
5.252.23.190,4,3,0.25,209.84,11.85,BTS,81
93.183.125.6,4,4,0,239.45,11.85,AMS,443
5.35.46.168,4,4,0,243.35,11.84,AMS,443
94.131.100.225,4,4,0,216.65,11.83,HEL,2053
185.184.123.93,4,4,0,236.07,11.82,FRA,443
185.130.225.101,4,4,0,185.18,11.81,AMS,443
194.146.39.128,4,4,0,230.39,11.81,AMS,8443
194.116.216.143,4,4,0,256,11.81,AMS,2053
89.110.82.19,4,4,0,241.02,11.81,AMS,8443
194.87.82.149,4,4,0,292.94,11.8,AMS,443
46.17.99.222,4,4,0,154.09,11.79,AMS,443
89.110.108.46,4,4,0,237.11,11.78,AMS,443
85.192.48.206,4,4,0,236.37,11.75,HEL,443
85.192.61.91,4,4,0,308.15,11.74,FRA,2053
194.116.216.143,4,4,0,250.99,11.74,AMS,2053
46.17.101.206,4,4,0,162.79,11.73,AMS,443
194.120.116.43,4,4,0,224.77,11.73,AMS,2053
128.203.252.97,4,4,0,229.74,11.73,ORD,443
89.110.106.170,4,3,0.25,248.12,11.71,AMS,8443
89.110.112.225,4,4,0,254.97,11.69,AMS,8443
185.193.158.70,4,4,0,225.43,11.68,AMS,8443
77.73.66.223,4,4,0,238.3,11.66,ARN,443
89.110.108.128,4,4,0,238.81,11.65,AMS,443
193.228.193.117,4,4,0,233.35,11.64,AMS,8443
109.248.162.144,4,4,0,239.72,11.63,AMS,8443
185.193.158.80,4,4,0,220.46,11.63,AMS,8443
195.200.16.70,4,4,0,231.59,11.62,AMS,8443
89.110.110.9,4,4,0,242.92,11.61,AMS,8443
193.33.153.151,4,4,0,244.77,11.6,FRA,443
185.193.159.22,4,4,0,210.7,11.59,AMS,8443
37.32.126.236,4,4,0,215.43,11.58,FRA,443
138.124.127.185,4,4,0,286.72,11.58,FRA,8443
188.132.192.190,4,3,0.25,319.06,11.58,IST,2053
89.110.126.45,4,4,0,250.48,11.55,AMS,2053
45.80.231.240,4,4,0,300.49,11.54,FRA,8443
194.58.33.218,4,4,0,297.52,11.54,FRA,443
185.245.106.205,4,4,0,240.54,11.53,AMS,443
77.238.235.154,4,4,0,273.02,11.53,AMS,8443
212.113.106.40,4,4,0,295.03,11.52,FRA,8443
62.60.152.188,4,4,0,320.27,11.51,FRA,443
212.34.146.6,4,4,0,259.58,11.5,AMS,2053
45.144.232.74,4,4,0,286.15,11.49,AMS,443
185.242.247.206,4,4,0,239.12,11.49,HEL,8443
178.255.222.148,4,4,0,249.52,11.49,AMS,443
31.207.44.253,4,3,0.25,180.26,11.48,AMS,2053
45.66.163.16,4,4,0,282.37,11.47,AMS,443
212.34.148.122,4,4,0,230.42,11.47,AMS,8443
89.110.122.18,4,4,0,268.76,11.45,AMS,2053
213.7.187.34,4,4,0,310.64,11.44,LCA,443
5.101.180.125,4,4,0,247.24,11.44,TLL,2053
212.34.148.102,4,4,0,245.57,11.43,AMS,443
5.129.229.234,4,4,0,247.16,11.43,FRA,443
212.111.89.16,4,4,0,240.27,11.43,AMS,443
5.249.146.98,4,4,0,195.06,11.43,FCO,443
78.40.117.186,4,4,0,230.78,11.42,ARN,2053
194.164.35.86,4,4,0,243.7,11.42,AMS,443
193.228.193.116,4,4,0,216.15,11.42,AMS,8443
85.192.48.76,4,4,0,238.38,11.41,MXP,443
62.60.150.195,4,4,0,297.31,11.41,FRA,10096
195.200.16.70,4,4,0,304.95,11.4,AMS,8443
45.92.70.218,4,4,0,201.49,11.4,MXP,8443
89.110.126.45,4,4,0,230.38,11.4,AMS,2053
31.15.18.56,4,4,0,233.43,11.4,AMS,8443
62.60.251.86,4,2,0.5,395.47,11.38,FRA,8443
146.0.79.33,4,4,0,189.54,11.38,AMS,443
193.188.21.181,4,4,0,297.35,11.38,FRA,443
77.221.143.81,4,4,0,344.85,11.38,FRA,2053
62.60.239.134,4,4,0,311.12,11.35,FRA,443
46.17.102.249,4,4,0,183.23,11.34,AMS,2053
212.34.149.232,4,4,0,246.34,11.34,AMS,8443
77.238.255.142,4,4,0,248.2,11.33,AMS,8443
85.192.49.150,4,4,0,228.97,11.33,HEL,443
212.113.102.199,4,4,0,290.66,11.32,FRA,8443
91.84.116.110,4,4,0,261.59,11.3,AMS,443
195.200.19.78,4,4,0,252.99,11.29,AMS,2053
212.34.143.57,4,4,0,248.59,11.28,AMS,8443
185.253.8.44,4,4,0,196.9,11.27,ALA,2053
45.67.34.89,4,4,0,190.1,11.26,OTP,443
89.110.127.160,4,4,0,241.68,11.26,AMS,443
62.84.103.212,4,4,0,157.81,11.25,AMS,443
185.193.158.79,4,4,0,203.62,11.24,AMS,8443
89.110.79.35,4,4,0,242.76,11.24,AMS,443
45.43.79.160,4,4,0,294.47,11.24,RIX,443
2.56.207.235,4,4,0,210.4,11.23,EVN,443
212.34.155.195,4,4,0,254.31,11.23,AMS,8443
46.32.185.253,4,2,0.5,307.46,11.22,VNO,8443
77.105.142.159,4,4,0,164.12,11.2,LHR,443
212.34.150.18,4,4,0,235.81,11.19,AMS,443
38.180.84.86,4,4,0,205.31,11.17,MXP,443
185.253.8.65,4,4,0,186.26,11.16,ALA,2053
185.82.218.224,4,4,0,249.89,11.14,SOF,443
92.42.96.217,4,4,0,257.68,11.12,FRA,8443
89.22.232.160,4,4,0,298.78,11.08,FRA,443
83.147.252.14,4,4,0,306.52,11.08,FRA,443
185.121.233.87,4,4,0,262.71,11.06,AMS,2053
194.113.153.189,4,4,0,179.34,11.05,AMS,443
85.192.27.165,4,4,0,351.1,11.05,FRA,443
138.124.107.35,4,4,0,310.71,11.04,IST,443
46.32.185.253,4,2,0.5,285.04,11.03,VNO,8443
213.176.92.220,4,4,0,290.28,11.03,FRA,2096
212.34.151.109,4,4,0,234.37,11.02,AMS,8443
62.60.186.78,4,4,0,287.51,11.01,FRA,8443
185.193.158.51,4,4,0,211,11,AMS,8443
212.34.155.81,4,4,0,248.41,10.99,AMS,2053
194.58.68.5,4,3,0.25,266.53,10.99,AMS,443
138.124.49.137,4,4,0,310.33,10.96,FRA,443
38.54.38.119,4,4,0,255.62,10.95,MXP,8443
212.34.132.220,4,4,0,245.03,10.94,AMS,443
93.183.124.129,4,4,0,237.29,10.94,AMS,443
109.234.34.15,4,4,0,170.46,10.92,AMS,2053
79.137.197.252,4,3,0.25,314.91,10.92,FRA,443
147.45.75.192,4,4,0,291.05,10.91,FRA,443
212.111.88.192,4,4,0,235.82,10.9,AMS,2053
193.233.171.3,4,4,0,285.86,10.9,FRA,8443
194.87.245.135,4,4,0,248.03,10.89,DUB,8443
89.169.35.91,4,4,0,302.63,10.89,FRA,8443
84.8.145.58,4,4,0,226.26,10.89,LHR,443
109.120.185.37,4,4,0,314.27,10.89,FRA,443
194.164.235.67,4,4,0,248.44,10.88,HEL,443
147.45.76.82,4,4,0,320.81,10.87,FRA,2053
188.132.192.194,4,4,0,311.84,10.87,IST,2053
91.84.101.215,4,4,0,287.24,10.87,AMS,8443
147.45.221.20,4,4,0,286.76,10.85,AMS,443
89.22.236.206,4,4,0,326.41,10.85,FRA,2053
77.246.102.6,4,4,0,174.45,10.85,AMS,443
85.90.207.254,4,4,0,310.36,10.83,EVN,8443
194.164.235.62,4,4,0,260.54,10.82,HEL,8443
84.246.85.197,4,4,0,189.29,10.82,AMS,443
45.155.53.155,4,4,0,212.54,10.82,ZRH,2053
62.60.159.140,4,4,0,295.12,10.82,FRA,443
185.193.158.83,4,4,0,229.37,10.82,AMS,8443
89.110.119.199,4,4,0,264.08,10.81,AMS,2053
212.34.143.57,4,4,0,232.71,10.81,AMS,8443
45.88.76.184,4,3,0.25,203.78,10.8,AMS,443
146.103.116.18,4,4,0,194,10.8,AMS,2053
45.156.25.160,4,4,0,231.51,10.8,AMS,8443
62.84.98.103,4,4,0,164.78,10.79,DME,443
188.227.186.50,4,3,0.25,297.85,10.78,LHR,443
77.238.237.211,4,4,0,258.51,10.78,AMS,443
212.34.150.194,4,4,0,282.77,10.77,AMS,8443
212.34.151.109,4,4,0,261.34,10.77,AMS,8443
77.221.144.210,4,4,0,220,10.75,ARN,443
193.176.190.234,4,4,0,245.85,10.75,AMS,8443
89.110.100.76,4,4,0,235.21,10.74,AMS,2053
62.60.251.103,4,4,0,297.68,10.73,FRA,443
212.34.144.235,4,4,0,263.78,10.72,AMS,443
89.110.87.114,4,4,0,268.46,10.72,AMS,2053
194.36.190.2,4,4,0,304.97,10.71,AMS,443
91.184.242.46,4,4,0,279.81,10.71,FRA,443
91.197.0.117,4,3,0.25,269.5,10.7,VNO,8443
91.186.218.231,4,3,0.25,286.42,10.68,FRA,443
38.244.154.149,4,4,0,230.67,10.67,TLL,443
89.110.120.29,4,4,0,246.43,10.66,AMS,443
194.246.82.16,4,4,0,285.82,10.66,AMS,443
95.163.153.198,4,4,0,294.43,10.65,FRA,443
91.197.0.131,4,4,0,290.58,10.64,VNO,8443
31.59.170.251,4,4,0,250.92,10.63,AMS,8443
87.229.97.155,4,4,0,213.42,10.6,FRA,8443
195.135.254.201,4,4,0,299.87,10.59,VNO,443
45.144.234.53,4,4,0,309.21,10.59,ARN,443
212.34.150.204,4,4,0,260.15,10.59,DME,8443
85.192.26.210,4,4,0,361.21,10.58,FRA,2053
194.164.34.82,4,4,0,270.27,10.55,AMS,443
185.82.218.224,4,4,0,250.7,10.55,SOF,443
77.110.108.214,4,4,0,313.13,10.54,FRA,443
212.34.146.229,4,4,0,275.01,10.53,AMS,8443
195.123.244.207,4,4,0,193.74,10.53,PRG,443
178.130.43.92,4,4,0,287.38,10.52,AMS,443
89.110.101.119,4,4,0,254.9,10.52,AMS,8443
146.103.115.185,4,4,0,167.63,10.52,AMS,2053
185.232.205.9,4,4,0,275.72,10.52,MAD,443
195.200.17.170,4,4,0,247.33,10.49,AMS,2053
77.221.136.180,4,4,0,274.88,10.48,FRA,443
45.89.244.144,4,4,0,239.43,10.47,AMS,443
89.169.35.58,4,4,0,304.45,10.46,FRA,2053
62.60.149.222,4,4,0,292.26,10.46,FRA,2053
5.35.103.185,4,3,0.25,223.22,10.46,BTS,8443
146.103.100.127,4,4,0,195.45,10.45,AMS,8443
91.226.124.53,4,4,0,200.34,10.43,AMS,443
194.116.216.221,4,4,0,225.87,10.42,AMS,2053
89.110.121.16,4,4,0,253.09,10.42,AMS,8443
85.192.41.37,4,4,0,272.44,10.42,FRA,2053
194.85.249.101,4,4,0,194.64,10.41,AMS,443
45.43.88.118,4,4,0,295.54,10.41,FRA,8443
31.15.17.129,4,4,0,240.92,10.4,AMS,8443
185.128.106.37,4,3,0.25,172.64,10.39,ARN,443
212.237.218.226,4,4,0,209.79,10.39,HEL,443
87.239.250.142,4,1,0.75,280.14,10.38,ARN,443
93.185.166.62,4,4,0,211.43,10.37,AMS,2053
93.183.126.165,4,4,0,252.76,10.37,AMS,2053
103.7.54.77,4,4,0,213.03,10.36,AMS,8443
62.60.231.209,4,4,0,296.93,10.36,FRA,443
62.60.159.187,4,4,0,244.34,10.36,FRA,443
89.110.66.154,4,4,0,259.36,10.35,AMS,443
62.60.153.87,4,2,0.5,288.79,10.33,FRA,443
188.124.56.158,4,4,0,294.99,10.33,FRA,8443
77.238.252.237,4,4,0,255.9,10.31,AMS,2053
45.85.93.59,4,4,0,189.18,10.31,LYS,443
45.67.34.74,4,3,0.25,195.68,10.3,OTP,2053
77.110.97.204,4,1,0.75,251.3,10.3,FRA,443
89.110.101.13,4,4,0,248.5,10.27,AMS,2053
77.238.236.134,4,4,0,258.09,10.26,AMS,8443
212.34.148.220,4,4,0,254.42,10.24,AMS,8443
89.110.118.164,4,4,0,288.16,10.24,AMS,2053
77.246.100.187,4,4,0,188.91,10.24,AMS,8443
202.148.52.47,4,4,0,219.7,10.23,AMS,443
212.34.152.212,4,4,0,248.82,10.21,AMS,2053
80.79.123.100,4,4,0,243.55,10.21,TLL,443
62.60.231.190,4,4,0,291.03,10.21,FRA,443
109.120.185.29,4,4,0,338.73,10.21,FRA,443
185.247.117.195,4,4,0,252.08,10.2,AMS,443
18.133.198.66,4,4,0,187.4,10.2,LHR,443
192.142.54.29,4,1,0.75,226.32,10.2,AMS,443
89.110.105.81,4,4,0,253.74,10.18,AMS,8443
89.110.112.154,4,4,0,235.7,10.17,AMS,2053
194.164.35.159,4,4,0,241.28,10.17,AMS,2053
213.165.88.177,4,4,0,215,10.16,LHR,443
91.108.241.188,4,4,0,335.33,10.15,FRA,8443
64.188.125.46,4,4,0,292.56,10.15,AMS,443
45.88.67.87,4,4,0,251.89,10.13,AMS,443
37.32.126.125,4,4,0,262.8,10.13,FRA,443
194.68.44.27,4,3,0.25,180.88,10.12,OTP,81
212.34.130.252,4,4,0,247.95,10.12,AMS,443
77.221.143.39,4,4,0,288.01,10.11,FRA,443
103.244.145.131,4,4,0,272.89,10.11,FRA,2053
94.250.251.225,4,4,0,217.66,10.1,DME,443
93.183.89.112,4,4,0,273.46,10.1,AMS,8443
212.237.219.99,4,4,0,238.75,10.09,HEL,443
185.82.126.185,4,4,0,307.46,10.08,ARN,2053
195.200.19.78,4,4,0,264.96,10.08,AMS,2053
91.186.216.138,4,4,0,339.05,10.07,FRA,443
193.17.183.157,4,4,0,286.16,10.07,MAD,2053
77.37.96.132,4,4,0,171.15,10.06,FRA,443
89.110.81.13,4,4,0,253.5,10.06,AMS,2053
62.60.244.168,4,4,0,285.28,10.06,FRA,443
83.147.254.14,4,4,0,299.15,10.05,FRA,443
5.35.71.203,4,4,0,246.8,10.05,AMS,443
185.104.181.228,4,4,0,297.4,10.04,OTP,443
77.238.235.154,4,4,0,278.04,10.04,AMS,8443
185.157.212.155,4,4,0,231.36,10.04,AMS,443
89.22.232.136,4,4,0,334.24,10.03,FRA,2053
95.215.8.28,4,4,0,262.69,10.03,AMS,443
89.110.107.236,4,4,0,249.65,10.03,AMS,443
78.129.184.87,4,4,0,282.78,10.03,LHR,443
188.240.213.125,4,4,0,320.25,10.02,FRU,443
5.35.37.238,4,4,0,255.08,10.02,AMS,8443
147.45.48.209,4,3,0.25,113.1,10.01,KJA,2053
89.110.106.199,4,4,0,261.04,9.99,AMS,8443
89.22.236.161,4,4,0,297.56,9.97,FRA,2053
109.120.135.100,4,3,0.25,363.22,9.96,FRA,443
89.150.35.155,4,4,0,203.06,9.96,AMS,443
146.0.73.211,4,4,0,218.6,9.95,AMS,443
45.131.185.234,4,3,0.25,282.75,9.95,ARN,443
5.181.20.175,4,4,0,204.78,9.95,HEL,443
77.221.141.122,4,4,0,285.35,9.94,FRA,2053
185.232.205.169,4,4,0,289.02,9.93,MAD,443
212.34.148.122,4,4,0,282.49,9.93,AMS,8443
147.45.76.230,4,4,0,293.52,9.9,FRA,443
185.21.15.100,4,4,0,255.01,9.88,AMS,2053
185.230.143.122,4,4,0,327.82,9.88,FRA,2053
185.245.106.208,4,4,0,262.19,9.88,AMS,8443
89.110.106.32,4,4,0,268.48,9.87,AMS,2053
93.115.175.140,4,4,0,251.34,9.86,FRA,2053
5.35.46.252,4,4,0,255.26,9.86,AMS,8443
89.110.103.245,4,4,0,251.85,9.86,AMS,2053
212.34.147.128,4,4,0,264.55,9.85,AMS,443
109.120.134.133,4,3,0.25,293.8,9.83,FRA,443
212.34.140.216,4,4,0,242.89,9.82,AMS,8443
194.58.57.234,4,4,0,258.22,9.81,AMS,443
212.34.155.81,4,4,0,234.1,9.8,AMS,2053
45.80.231.249,4,4,0,295.71,9.8,FRA,8443
176.222.52.157,4,4,0,177.18,9.78,AMS,443
5.35.46.8,4,4,0,271.63,9.75,AMS,2053
217.144.189.5,4,4,0,285.34,9.75,FRA,443
89.22.235.182,4,4,0,285,9.74,FRA,8443
51.15.8.86,4,4,0,216.32,9.74,AMS,8443
212.34.152.212,4,4,0,263.2,9.73,AMS,2053
194.120.116.68,4,4,0,256.08,9.73,AMS,8443
178.130.43.224,4,4,0,275.48,9.73,AMS,2053
91.84.96.186,4,4,0,242.77,9.72,AMS,443
212.34.155.252,4,4,0,267.11,9.72,AMS,2053
89.169.13.214,4,4,0,247.32,9.71,FRA,443
89.35.125.74,4,4,0,186.77,9.71,ARN,443
212.34.150.137,4,4,0,279.49,9.71,AMS,443
45.144.53.200,4,4,0,216.92,9.69,HEL,443
77.246.107.252,4,4,0,186.62,9.68,AMS,443
194.246.82.9,4,4,0,232.3,9.67,AMS,2053
5.35.47.30,4,4,0,255.25,9.66,AMS,2053
188.253.23.98,4,4,0,292.87,9.65,VNO,443
2.56.179.171,4,4,0,230.01,9.65,LHR,443
185.157.212.221,4,4,0,264.31,9.64,AMS,443
62.60.247.159,4,4,0,298.84,9.63,FRA,443
159.255.33.198,4,4,0,235.83,9.63,ARN,443
89.110.76.71,4,4,0,249.91,9.63,AMS,443
109.120.132.113,4,4,0,288.95,9.62,FRA,2053
212.34.145.164,4,4,0,265.76,9.59,AMS,443
89.110.117.133,4,4,0,240.69,9.59,AMS,443
193.168.143.99,4,4,0,261.67,9.58,OTP,443
185.188.181.214,4,4,0,240.15,9.58,HEL,443
89.110.108.206,4,4,0,242.4,9.58,AMS,2053
147.45.248.187,4,4,0,236.76,9.56,AMS,2053
109.69.56.11,4,4,0,284.17,9.53,AMS,443
35.176.187.206,4,4,0,170.44,9.52,LHR,443
194.164.235.226,4,4,0,306.19,9.52,HEL,443
194.120.116.143,4,4,0,244.09,9.51,AMS,443
62.60.153.32,4,4,0,321.3,9.48,FRA,443
139.28.221.213,4,4,0,220.88,9.47,ARN,48004
91.84.108.239,4,4,0,275.85,9.47,AMS,443
91.84.101.56,4,3,0.25,231.16,9.47,AMS,443
80.66.87.174,4,4,0,251.67,9.46,FRA,587
5.35.46.252,4,4,0,266.65,9.45,AMS,8443
91.84.107.217,4,4,0,255.62,9.43,AMS,8443
89.110.100.76,4,4,0,267.69,9.42,AMS,2053
89.22.224.103,4,2,0.5,271.75,9.42,FRA,443
185.184.123.140,4,4,0,252.76,9.41,FRA,443
89.110.112.225,4,4,0,244.82,9.41,AMS,8443
185.225.68.232,4,4,0,233.94,9.41,PRG,443
185.157.214.130,4,4,0,255.53,9.4,AMS,443
77.246.102.229,4,4,0,178.26,9.39,AMS,8443
212.34.142.70,4,4,0,282.72,9.38,AMS,443
171.22.16.196,4,4,0,239.32,9.38,ZRH,443
212.34.153.65,4,4,0,240.65,9.37,AMS,443
185.21.12.143,4,4,0,256.77,9.37,AMS,443
93.157.106.107,4,4,0,297.52,9.35,SOF,443
195.26.230.99,4,4,0,292.01,9.33,HEL,2053
95.86.15.227,4,4,0,339.34,9.33,SOF,22103
77.238.249.50,4,1,0.75,248.18,9.31,AMS,2053
94.103.80.218,4,4,0,175.62,9.3,AMS,8443
212.34.150.194,4,4,0,256.21,9.29,AMS,8443
195.135.254.64,4,4,0,304.16,9.28,RIX,443
194.164.34.222,4,4,0,286.08,9.26,AMS,2053
89.110.101.148,4,4,0,276.35,9.26,AMS,2053
46.8.69.10,4,4,0,261.73,9.26,AMS,443
69.12.83.170,4,4,0,257.32,9.25,WAW,443
77.238.253.183,4,4,0,268.21,9.25,AMS,443
46.17.103.193,4,4,0,207.68,9.25,AMS,443
80.85.247.126,4,4,0,264.33,9.24,AMS,443
194.76.217.39,4,3,0.25,226.23,9.24,FRA,443
185.233.82.159,4,4,0,221.05,9.23,ARN,443
91.246.41.52,4,4,0,257.55,9.23,AMS,8443
77.238.234.82,4,4,0,228.68,9.23,AMS,443
77.221.138.138,4,4,0,272.8,9.21,FRA,443
31.59.114.136,4,4,0,251.16,9.2,AMS,7443
212.34.137.253,4,4,0,277.93,9.18,AMS,443
91.108.241.188,4,3,0.25,302.07,9.18,FRA,8443
212.34.146.229,4,4,0,259.97,9.17,AMS,8443
89.169.32.195,4,2,0.5,316.92,9.14,FRA,8443
109.107.190.58,4,4,0,317.59,9.14,FRA,443
77.238.235.186,4,4,0,261.38,9.13,AMS,8443
91.84.104.172,4,4,0,282.56,9.12,AMS,443
89.110.81.13,4,4,0,247.85,9.12,AMS,2053
89.22.232.28,4,4,0,302.92,9.11,FRA,2053
185.105.89.125,4,4,0,191.23,9.11,ARN,16092
93.183.88.193,4,4,0,259.63,9.11,AMS,443
178.160.195.187,4,4,0,339.3,9.1,EVN,443
109.107.187.52,4,4,0,240.56,9.09,AMS,443
194.87.245.135,4,4,0,288.63,9.09,DUB,8443
185.157.213.183,4,4,0,260.54,9.09,AMS,443
185.130.225.218,4,4,0,194.7,9.08,AMS,443
109.107.187.20,4,4,0,262.91,9.08,AMS,443
83.147.254.8,4,4,0,279.21,9.06,FRA,443
193.168.227.149,4,4,0,205.49,9.06,ARN,443
62.60.150.195,4,4,0,280.3,9.05,FRA,10096
185.188.181.14,4,4,0,233.8,9.04,ARN,443
93.183.90.7,4,4,0,268.54,9.03,AMS,443
188.132.192.195,4,4,0,295.51,9.03,IST,2053
212.111.89.146,4,4,0,234.37,9.03,AMS,8443
45.136.125.49,4,2,0.5,235.37,9.02,AMS,443
194.164.32.227,4,4,0,241.57,9,AMS,443
193.110.163.10,4,3,0.25,203.2,9,WAW,58443
89.110.127.51,4,4,0,249.02,8.98,AMS,8443
31.15.18.56,4,4,0,247.26,8.98,AMS,8443
31.59.185.146,4,4,0,240.45,8.96,AMS,8443
185.231.206.61,4,4,0,208.55,8.96,ARN,443
194.87.252.218,4,4,0,184.84,8.95,ARN,2053
45.151.62.46,4,3,0.25,236.86,8.95,DME,2053
185.82.126.184,4,4,0,283.69,8.93,ARN,2053
193.164.128.166,4,4,0,257.89,8.93,HEL,443
195.200.17.170,4,4,0,262.52,8.91,AMS,2053
43.245.225.176,4,4,0,276.91,8.91,HEL,443
77.238.236.134,4,4,0,255.14,8.9,AMS,8443
89.169.32.195,4,2,0.5,277.92,8.89,FRA,8443
185.82.126.9,4,4,0,286.25,8.87,ARN,2053
78.128.127.93,4,4,0,237.34,8.84,SOF,443
89.110.121.49,4,4,0,270.46,8.83,AMS,8443
195.200.31.32,4,4,0,267.28,8.81,AMS,443
78.153.139.145,4,4,0,219.94,8.81,HEL,443
83.97.77.63,4,4,0,191.67,8.8,ALA,2053
194.146.24.240,4,4,0,250.58,8.8,LHR,443
193.188.20.191,4,4,0,334.49,8.79,FRA,443
195.246.231.196,4,4,0,295.22,8.78,KEF,443
185.21.12.115,4,4,0,247.9,8.76,AMS,8443
212.24.104.79,4,4,0,297.87,8.76,VNO,2053
176.57.212.3,4,4,0,256.43,8.76,AMS,443
91.84.97.63,4,4,0,239.33,8.75,AMS,443
89.22.234.0,4,3,0.25,282.83,8.74,FRA,2053
104.244.78.95,4,4,0,184.11,8.74,ZRH,2083
89.110.127.51,4,4,0,252.15,8.72,AMS,8443
194.87.252.135,4,4,0,186.64,8.72,ARN,2053
89.22.231.222,4,4,0,287.93,8.7,FRA,443
89.110.101.13,4,4,0,248.5,8.67,AMS,2053
77.91.72.13,4,4,0,188.15,8.66,BUD,443
195.133.88.80,4,4,0,252.09,8.66,DME,443
31.134.207.148,4,4,0,287.31,8.65,AMS,443
109.107.164.240,4,4,0,254.1,8.65,AMS,443
213.159.68.140,4,4,0,226.94,8.65,ARN,8443
91.84.99.43,4,4,0,285.44,8.65,AMS,443
194.120.116.43,4,4,0,242.02,8.63,AMS,2053
78.40.116.25,4,4,0,219.03,8.62,ARN,2053
