IP地址,已发送,已接收,丢包率,平均延迟,下载速度（MB/s）,地区码,端口
94.131.9.65,4,4,0,171.67,0.41,CDG,443
212.34.146.27,4,4,0,254.29,0.41,AMS,443
147.45.117.90,4,4,0,203.28,0.41,AMS,443
23.94.105.240,4,4,0,197.31,0.41,AMS,443
176.57.69.130,4,4,0,191.23,0.41,AMS,443
185.235.131.40,4,4,0,203.47,0.41,AMS,8443
57.129.137.70,4,3,0.25,266.77,0.4,LHR,443
45.132.107.196,4,4,0,183.71,0.4,AMS,443
185.171.83.115,4,4,0,257.46,0.4,AMS,443
213.148.26.246,4,4,0,248.17,0.4,ALA,8443
142.93.142.199,4,4,0,276.65,0.4,AMS,8443
194.156.66.174,4,4,0,249.63,0.4,DUS,443
57.128.182.76,4,3,0.25,277.16,0.4,LHR,443
83.147.252.174,4,4,0,265.23,0.4,FRA,443
45.114.62.27,4,4,0,263.97,0.4,AMS,443
185.92.183.88,4,4,0,296.36,0.4,ARN,443
31.57.92.221,4,4,0,307.3,0.4,ARN,8443
80.74.24.252,4,4,0,217.15,0.4,AMS,8443
178.250.191.18,4,4,0,280.54,0.4,FRA,443
31.192.235.118,4,3,0.25,184.69,0.39,AMS,443
185.94.167.160,4,4,0,236.75,0.39,ARN,443
45.80.208.204,4,4,0,234.67,0.39,AKX,8443
147.45.136.100,4,4,0,263.97,0.39,AMS,443
93.85.88.60,4,4,0,208.93,0.39,WAW,8443
5.35.11.205,4,4,0,143.49,0.39,DME,2053
37.143.131.234,4,4,0,201.29,0.39,ZRH,2053
93.187.64.59,4,4,0,194.38,0.39,AMS,443
38.180.143.51,4,4,0,201.84,0.39,FRA,8443
159.65.19.63,4,4,0,234.55,0.39,LHR,443
66.151.34.156,4,4,0,281.18,0.38,HEL,443
185.216.13.153,4,4,0,196.01,0.38,AMS,2053
45.83.20.29,4,4,0,188.28,0.38,AMS,443
185.246.155.88,4,4,0,189.84,0.38,AMS,443
138.124.30.248,4,4,0,272.89,0.38,AMS,443
188.241.241.33,4,4,0,265.98,0.38,FRA,2053
185.113.139.184,4,4,0,184.4,0.38,RIX,443
2.59.38.46,4,4,0,189.23,0.38,AMS,443
62.45.6.210,4,4,0,253.26,0.38,AMS,10046
5.144.179.205,4,4,0,268.68,0.38,ARN,8443
46.8.233.177,4,4,0,299.26,0.38,ARN,8443
185.209.162.229,4,2,0.5,347.42,0.38,AMS,8443
94.131.14.72,4,3,0.25,293.96,0.37,VNO,443
147.45.45.136,4,4,0,260.62,0.37,FRA,443
185.8.60.108,4,4,0,189.45,0.37,RIX,443
81.102.249.85,4,4,0,333.52,0.37,LHR,8443
195.181.241.12,4,4,0,280.84,0.37,VNO,8443
45.89.55.70,4,3,0.25,238.1,0.37,BEG,443
152.53.142.246,4,4,0,199.68,0.37,FRA,8443
194.87.219.31,4,4,0,242.84,0.37,AMS,8443
91.242.229.110,4,4,0,191.04,0.37,AMS,8443
91.227.77.78,4,4,0,290.37,0.37,SOF,8443
95.215.8.3,4,4,0,257.75,0.37,AMS,2053
95.164.2.113,4,4,0,204.12,0.37,AMS,8443
31.15.19.10,4,4,0,258.37,0.37,AMS,443
185.36.141.121,4,4,0,394.87,0.37,WAW,443
146.190.27.232,4,4,0,266.74,0.37,AMS,2053
83.147.254.63,4,4,0,287.74,0.37,FRA,443
43.205.45.56,4,4,0,141.59,0.37,BOM,443
185.102.136.51,4,4,0,249.35,0.37,HEL,2053
195.58.50.12,4,4,0,236.69,0.37,AMS,443
45.136.57.82,4,4,0,255.44,0.37,ARN,8443
4.240.110.47,4,4,0,137.98,0.36,BOM,443
89.150.35.240,4,4,0,194.91,0.36,AMS,2053
91.84.103.60,4,4,0,256.75,0.36,AMS,443
193.124.225.148,4,4,0,259.85,0.36,HEL,443
84.19.3.48,4,4,0,283.64,0.36,HEL,443
193.228.139.124,4,4,0,261.46,0.36,FRA,443
31.57.107.13,4,4,0,289.87,0.36,ARN,443
89.185.82.90,4,4,0,272.78,0.36,SOF,8443
57.129.137.50,4,3,0.25,307.17,0.36,LHR,443
91.84.105.41,4,4,0,266.81,0.36,AMS,443
109.73.205.8,4,4,0,184.66,0.36,ARN,443
91.132.57.151,4,4,0,194.96,0.36,AMS,443
185.195.69.200,4,4,0,209.39,0.36,ZRH,8443
31.56.197.86,4,4,0,283.37,0.36,ARN,443
89.169.35.58,4,4,0,289.72,0.36,FRA,2053
46.8.238.89,4,4,0,283.2,0.36,ARN,443
91.107.120.65,4,4,0,265.46,0.36,WAW,443
185.128.106.43,4,4,0,201.42,0.36,ARN,443
188.166.43.205,4,4,0,282.7,0.36,AMS,2053
45.95.203.214,4,3,0.25,197.04,0.35,ARN,8443
195.133.17.111,4,4,0,296.5,0.35,DUS,443
81.19.139.197,4,4,0,232.61,0.35,HEL,8443
84.19.3.83,4,3,0.25,271.26,0.35,ARN,443
46.20.106.162,4,4,0,281.29,0.35,HEL,443
212.192.217.111,4,4,0,275.57,0.35,AMS,2053
91.192.102.153,4,4,0,192.81,0.35,ZRH,443
94.156.236.192,4,4,0,237.19,0.35,TLL,8443
46.8.228.74,4,4,0,251.59,0.35,ARN,2053
5.253.189.205,4,4,0,282.87,0.35,AMS,587
5.180.182.128,4,4,0,249.36,0.35,AMS,443
185.233.202.155,4,4,0,284.6,0.35,AMS,443
84.21.172.81,4,4,0,204.03,0.35,RIX,443
46.29.234.109,4,3,0.25,270.31,0.35,VNO,8443
147.45.245.15,4,4,0,201.2,0.35,ARN,443
194.135.38.134,4,4,0,279.22,0.35,AMS,443
79.132.139.128,4,4,0,224.72,0.35,AMS,443
5.180.183.107,4,4,0,229.49,0.35,AMS,2053
5.180.183.107,4,3,0.25,245.42,0.35,AMS,2053
91.84.96.137,4,4,0,259.76,0.34,AMS,8443
132.164.17.28,4,4,0,247.83,0.34,AMS,443
65.109.205.229,4,3,0.25,327.48,0.34,FRA,8443
78.142.230.76,4,4,0,245.93,0.34,AMS,443
174.138.8.21,4,4,0,256.35,0.34,AMS,443
37.48.90.120,4,3,0.25,283.41,0.34,FRA,443
91.84.98.217,4,4,0,251.84,0.34,AMS,8443
46.62.148.243,4,4,0,280.46,0.34,FRA,443
51.15.85.93,4,4,0,182.93,0.34,AMS,25565
171.22.114.27,4,4,0,220.59,0.34,HEL,2053
95.181.161.158,4,4,0,277.93,0.34,FRA,2053
45.89.55.70,4,4,0,230.19,0.34,BEG,443
45.135.180.157,4,4,0,199.9,0.34,AMS,8443
188.215.31.125,4,4,0,300.45,0.34,ARN,443
2.59.183.233,4,4,0,199.78,0.34,AMS,444
92.118.115.22,4,4,0,248.92,0.34,DME,2053
103.45.245.208,4,4,0,265.45,0.34,MAD,2053
45.150.188.157,4,4,0,388.67,0.34,MBA,8443
91.84.103.60,4,4,0,269.12,0.34,AMS,443
185.195.69.119,4,4,0,191.12,0.34,ZRH,2053
95.164.114.217,4,4,0,259.97,0.34,ALA,443
47.102.212.166,4,4,0,31.53,0.34,IAD,443
188.253.27.65,4,3,0.25,305.05,0.34,AMS,443
194.87.208.118,4,4,0,280.25,0.34,FRA,443
195.133.21.199,4,4,0,257.33,0.34,AMS,443
147.45.166.156,4,4,0,266.03,0.34,AMS,443
5.129.238.150,4,4,0,284.01,0.34,AMS,443
77.110.120.225,4,4,0,290.35,0.34,FRA,443
91.84.100.19,4,4,0,250.37,0.34,AMS,443
193.168.227.134,4,4,0,196.92,0.34,ARN,443
45.85.117.225,4,4,0,271.24,0.34,TXL,443
91.242.229.110,4,4,0,205.61,0.34,AMS,8443
31.172.74.123,4,4,0,192.09,0.34,AMS,443
167.17.177.63,4,4,0,286.06,0.33,HEL,443
46.8.233.177,4,3,0.25,316.25,0.33,ARN,8443
195.133.38.112,4,4,0,277.1,0.33,AMS,443
194.135.105.85,4,4,0,254.49,0.33,AMS,5001
38.244.144.150,4,4,0,181.61,0.33,MXP,443
91.149.254.40,4,4,0,270.55,0.33,ARN,443
212.34.146.40,4,4,0,257.37,0.33,AMS,443
45.12.108.236,4,4,0,186.85,0.33,AMS,8443
212.6.44.238,4,4,0,297.07,0.33,RIX,443
89.110.70.175,4,3,0.25,289.19,0.33,AMS,2053
83.147.254.115,4,4,0,328.41,0.33,FRA,443
45.81.227.135,4,4,0,205.23,0.33,AMS,8443
212.24.107.76,4,4,0,266.3,0.33,VNO,8443
188.215.31.178,4,4,0,317.05,0.33,ARN,8443
91.192.102.120,4,4,0,200.48,0.33,ZRH,443
203.18.98.246,4,4,0,286.09,0.33,ARN,8443
188.215.31.148,4,4,0,302.64,0.33,ARN,2053
217.154.53.220,4,4,0,223.46,0.33,LHR,443
31.58.137.196,4,4,0,273.28,0.33,ARN,443
87.239.251.254,4,4,0,242.24,0.32,HEL,443
95.164.21.123,4,4,0,198.83,0.32,SOF,443
31.58.137.6,4,4,0,297.21,0.32,ARN,2053
79.132.139.52,4,4,0,189.14,0.32,AMS,443
45.82.176.46,4,4,0,199.33,0.32,AMS,443
195.133.17.219,4,4,0,286.33,0.32,AMS,443
185.36.141.41,4,3,0.25,363.32,0.32,ARN,443
103.102.228.10,4,4,0,282.04,0.32,AMS,443
85.192.60.129,4,4,0,255.1,0.32,FRA,443
188.253.22.219,4,4,0,283.33,0.32,VNO,8443
195.2.79.253,4,4,0,183.2,0.32,DME,443
192.124.209.53,4,4,0,269.75,0.32,RIX,443
2.59.183.26,4,4,0,203.25,0.32,AMS,443
57.129.137.64,4,3,0.25,306.77,0.32,LHR,443
185.5.248.61,4,4,0,206.38,0.32,ARN,443
185.125.219.18,4,4,0,197.41,0.32,ARN,2053
31.56.113.117,4,4,0,279.15,0.32,ARN,443
185.236.233.102,4,4,0,195.87,0.32,AMS,8443
168.100.9.178,4,4,0,188.1,0.32,DUS,2053
107.189.17.120,4,4,0,272.38,0.32,AMS,443
109.120.184.141,4,4,0,270.52,0.31,FRA,443
146.19.80.84,4,4,0,203.24,0.31,SOF,443
95.163.240.203,4,4,0,187.66,0.31,ARN,8443
185.125.101.230,4,4,0,264.43,0.31,FRA,2053
45.43.88.219,4,4,0,265.81,0.31,FRA,443
176.98.40.94,4,4,0,160.25,0.31,AMS,443
91.90.193.138,4,4,0,213.35,0.31,LYS,443
151.242.43.44,4,4,0,265.25,0.31,ARN,8443
45.159.189.26,4,4,0,294.86,0.31,AMS,2053
185.128.106.55,4,4,0,188.14,0.31,ARN,443
130.0.238.236,4,4,0,242.55,0.31,WAW,443
45.9.75.240,4,1,0.75,173.06,0.31,ARN,443
77.220.214.135,4,4,0,205.94,0.31,AMS,443
45.143.200.104,4,4,0,263.67,0.31,ZRH,443
185.198.166.182,4,4,0,194.73,0.31,AMS,443
109.71.11.98,4,4,0,137.64,0.31,DME,2053
82.115.5.199,4,4,0,256.92,0.31,AMS,443
87.239.251.30,4,2,0.5,543.44,0.31,ARN,2053
38.180.18.247,4,4,0,191.02,0.31,AMS,8443
2.56.206.64,4,4,0,231.91,0.31,EVN,443
92.42.96.240,4,4,0,254.93,0.31,FRA,443
57.129.137.62,4,3,0.25,298.71,0.31,LHR,443
91.84.105.115,4,4,0,264.93,0.31,AMS,443
209.38.38.145,4,4,0,246.52,0.31,AMS,443
85.192.48.34,4,3,0.25,217.1,0.3,HEL,443
185.94.164.107,4,4,0,273.18,0.3,AMS,443
194.87.44.142,4,4,0,268.1,0.3,AMS,443
209.38.106.129,4,4,0,252.71,0.3,AMS,443
193.3.168.139,4,4,0,200.93,0.3,AMS,2053
45.9.75.244,4,4,0,189,0.3,ARN,443
188.241.241.32,4,4,0,255.79,0.3,FRA,2053
80.74.28.213,4,4,0,158.89,0.3,AMS,443
45.12.69.139,4,3,0.25,341.42,0.3,AMS,443
92.38.152.30,4,4,0,146.2,0.3,DME,8443
195.200.30.230,4,3,0.25,241.55,0.3,AMS,443
185.239.142.73,4,4,0,275.57,0.3,ARN,8443
95.164.2.113,4,4,0,192.5,0.3,AMS,8443
192.145.29.52,4,4,0,277.97,0.3,HEL,443
103.54.18.18,4,4,0,229.02,0.3,AMS,2053
91.218.141.111,4,4,0,203.55,0.3,AKX,8443
145.249.115.239,4,4,0,274.55,0.29,AMS,443
103.88.242.134,4,4,0,205.77,0.29,ARN,443
147.45.167.197,4,4,0,262.71,0.29,AMS,443
94.177.51.214,4,4,0,266.3,0.29,AMS,2053
212.23.211.83,4,3,0.25,270.74,0.29,FRA,1443
31.57.105.157,4,4,0,291.04,0.29,ARN,2053
41.79.79.115,4,4,0,381.3,0.29,LIS,443
5.144.182.174,4,4,0,282.65,0.29,LHR,2053
103.97.88.67,4,4,0,198.23,0.29,AMS,2053
82.97.249.34,4,4,0,169.22,0.29,DME,8443
109.120.134.11,4,4,0,259.39,0.29,FRA,443
91.84.97.196,4,4,0,277.54,0.29,AMS,8443
185.36.142.237,4,3,0.25,364.88,0.29,ARN,443
107.189.3.96,4,4,0,208.12,0.29,ZRH,443
87.239.250.244,4,4,0,217.15,0.29,HEL,2053
46.8.238.83,4,4,0,297.59,0.29,ARN,8443
103.45.246.200,4,4,0,281.18,0.29,ARN,2053
95.215.8.3,4,4,0,266.54,0.29,AMS,2053
164.215.97.12,4,4,0,291.48,0.29,ARN,443
193.3.168.163,4,4,0,199.01,0.28,AMS,443
194.67.204.158,4,3,0.25,190.46,0.28,ARN,8443
178.33.161.186,4,4,0,281.98,0.28,CDG,2053
62.60.152.121,4,3,0.25,283.55,0.28,FRA,443
88.119.169.210,4,4,0,177.42,0.28,AMS,2053
92.118.169.5,4,4,0,263.87,0.28,AMS,8443
109.71.241.236,4,3,0.25,286.8,0.28,AMS,8443
195.135.252.139,4,4,0,280.66,0.28,VNO,443
46.246.97.238,4,4,0,187.46,0.28,ARN,2053
178.62.242.239,4,4,0,251.65,0.28,AMS,443
91.84.101.191,4,4,0,249.29,0.28,AMS,443
194.0.194.71,4,4,0,265.04,0.28,AMS,2053
57.129.137.233,4,3,0.25,274.07,0.28,LHR,443
176.126.83.146,4,4,0,179.19,0.28,FCO,2053
89.110.65.5,4,4,0,252.48,0.28,AMS,2053
185.203.243.56,4,4,0,187.7,0.28,AMS,443
195.245.113.245,4,4,0,210.53,0.28,AMS,443
213.148.10.170,4,4,0,253.15,0.28,ALA,8443
46.8.70.178,4,4,0,264.3,0.28,ARN,8443
89.110.112.211,4,4,0,272.15,0.27,AMS,443
185.195.27.142,4,4,0,282.68,0.27,DME,443
194.67.203.149,4,4,0,191.45,0.27,ARN,443
91.84.98.85,4,4,0,254.09,0.27,AMS,443
185.171.83.147,4,4,0,275.99,0.27,AMS,443
185.103.255.111,4,4,0,287.32,0.27,AMS,8443
89.221.224.101,4,4,0,224.54,0.27,AMS,2053
195.200.17.70,4,4,0,259.92,0.27,AMS,8443
185.105.108.154,4,4,0,359.21,0.27,AMS,443
45.91.202.224,4,4,0,221.22,0.27,AMS,443
80.211.205.173,4,4,0,201.51,0.27,PRG,8443
5.253.43.216,4,4,0,202.82,0.27,MXP,443
5.144.182.111,4,3,0.25,291.94,0.27,LHR,2053
194.156.65.205,4,4,0,244.76,0.27,DUS,443
212.193.27.181,4,4,0,189.51,0.27,DME,2053
94.131.105.46,4,4,0,193.43,0.27,AMS,8443
88.119.169.210,4,4,0,163.81,0.27,AMS,2053
82.115.6.231,4,4,0,268.61,0.27,AMS,443
213.232.204.28,4,4,0,282.09,0.27,ARN,2053
212.34.135.97,4,4,0,273.84,0.27,AMS,8443
178.62.81.173,4,4,0,269.96,0.27,LHR,443
185.200.178.185,4,4,0,249.54,0.27,AMS,443
213.165.38.33,4,4,0,280.06,0.27,AMS,443
77.221.148.41,4,4,0,248.64,0.27,FRA,2053
89.150.34.41,4,4,0,175.22,0.27,AMS,8443
193.42.112.66,4,4,0,265.32,0.26,ARN,8443
45.87.154.147,4,4,0,198.61,0.26,AMS,8443
45.89.110.69,4,4,0,200.61,0.26,AMS,443
45.135.180.157,4,4,0,220.93,0.26,AMS,8443
138.124.26.217,4,4,0,285.36,0.26,FRA,2053
194.87.222.145,4,4,0,272.05,0.26,AMS,443
212.34.135.167,4,4,0,237.2,0.26,AMS,443
85.193.91.193,4,4,0,203.48,0.26,DME,8443
185.233.202.96,4,4,0,283.21,0.26,AMS,443
93.152.207.163,4,4,0,217.37,0.26,ARN,443
109.71.240.207,4,4,0,271.79,0.26,AMS,8443
46.8.229.111,4,4,0,269.73,0.26,AMS,8443
82.202.160.148,4,4,0,278.12,0.26,FRA,443
199.21.175.187,4,4,0,140.62,0.25,BKK,8443
89.110.106.212,4,4,0,266.21,0.25,AMS,443
212.34.133.37,4,4,0,238.77,0.25,AMS,443
150.230.27.23,4,4,0,259.72,0.25,YYZ,16504
45.15.162.45,4,4,0,295.41,0.25,PRG,443
193.239.160.134,4,4,0,311.89,0.25,SOF,443
185.4.73.45,4,4,0,251.42,0.25,TLL,443
5.178.96.130,4,4,0,274.62,0.25,ARN,2053
91.84.103.35,4,4,0,268.78,0.25,AMS,443
45.12.129.237,4,3,0.25,288.63,0.25,VNO,8443
104.252.127.253,4,4,0,288.27,0.25,ARN,8443
77.91.127.56,4,4,0,250.07,0.25,AMS,443
147.45.136.240,4,4,0,257.97,0.25,AMS,443
31.58.137.6,4,4,0,294.83,0.25,ARN,2053
94.23.72.40,4,4,0,270.22,0.25,CDG,8443
109.120.142.219,4,4,0,346.22,0.25,AMS,443
57.129.137.93,4,3,0.25,262.82,0.25,LHR,443
91.84.104.248,4,4,0,276.36,0.25,AMS,8443
91.132.224.171,4,4,0,268.8,0.25,AMS,8443
31.128.34.165,4,3,0.25,306.45,0.25,ARN,2053
95.171.21.193,4,4,0,277.94,0.25,LED,443
62.133.61.100,4,4,0,289.43,0.24,AMS,8443
93.183.124.221,4,4,0,279.92,0.24,AMS,8443
212.34.128.194,4,4,0,248.53,0.24,AMS,443
91.84.101.191,4,4,0,281.84,0.24,AMS,443
78.159.131.224,4,4,0,269,0.24,AMS,8443
37.143.131.234,4,4,0,188.16,0.24,ZRH,2053
95.163.236.206,4,4,0,197.58,0.24,ARN,8443
185.128.106.42,4,4,0,192.74,0.24,ARN,443
84.252.74.134,4,4,0,180.3,0.24,ARN,8443
212.34.134.37,4,4,0,239.18,0.24,AMS,8443
193.178.172.225,4,4,0,200.56,0.24,DME,8443
89.185.82.125,4,4,0,276.08,0.24,SOF,2053
140.238.208.12,4,4,0,217.2,0.24,ZRH,443
195.135.255.199,4,4,0,266.53,0.24,RIX,443
84.19.3.70,4,4,0,277.11,0.24,ARN,443
91.184.243.190,4,4,0,288.5,0.24,FRA,4433
109.120.158.198,4,4,0,254.55,0.24,AMS,443
45.156.22.48,4,4,0,282.99,0.24,ARN,2053
194.135.46.37,4,4,0,284.03,0.24,AMS,443
103.81.172.34,4,4,0,267.67,0.24,SIN,443
193.161.202.135,4,4,0,198.76,0.24,AMS,443
45.91.171.146,4,4,0,269.58,0.24,ARN,443
185.211.170.101,4,4,0,180.22,0.24,DME,8443
94.241.174.229,4,4,0,266.5,0.24,AMS,443
81.31.244.213,4,4,0,255.44,0.23,AMS,2053
38.180.13.8,4,4,0,276.68,0.23,YUL,2053
138.124.16.38,4,4,0,249.34,0.23,AMS,8443
168.100.9.178,4,4,0,200.81,0.23,DUS,2053
212.80.218.161,4,4,0,254.84,0.23,AMS,2053
195.133.66.132,4,4,0,250.62,0.23,AMS,443
65.21.148.205,4,4,0,284.54,0.23,FRA,443
194.87.97.6,4,3,0.25,274.33,0.23,ZRH,2053
31.57.62.224,4,4,0,270.33,0.23,ARN,2053
185.195.69.200,4,4,0,204.12,0.23,ZRH,8443
91.84.100.19,4,4,0,262.84,0.23,AMS,443
134.209.136.197,4,4,0,254.41,0.23,AMS,443
103.231.75.115,4,4,0,251.11,0.23,IST,443
50.7.40.175,4,4,0,274.46,0.23,AMS,443
185.235.243.172,4,4,0,197.88,0.23,IST,443
194.32.98.68,4,4,0,249.69,0.23,FRA,443
195.123.218.174,4,4,0,152.42,0.23,AMS,443
212.34.130.52,4,4,0,286.69,0.23,AMS,443
94.177.51.198,4,4,0,286.28,0.23,AMS,443
212.111.82.142,4,4,0,274.2,0.23,AMS,443
95.182.115.140,4,4,0,291.18,0.23,ARN,8443
176.97.76.192,4,4,0,194.05,0.23,OTP,443
165.227.237.209,4,4,0,257.97,0.23,LHR,443
80.211.205.173,4,4,0,203.55,0.23,PRG,8443
31.59.41.129,4,4,0,266.21,0.23,ARN,2053
77.238.230.12,4,4,0,268.23,0.23,AMS,443
194.58.68.74,4,4,0,265.02,0.23,AMS,443
66.151.35.226,4,4,0,260.46,0.23,HEL,443
35.176.229.223,4,4,0,182.77,0.22,LHR,443
91.201.114.78,4,4,0,195.53,0.22,AMS,443
91.84.105.87,4,4,0,257.8,0.22,AMS,443
89.110.79.248,4,4,0,242.04,0.22,AMS,443
46.8.70.178,4,3,0.25,279.58,0.22,ARN,8443
45.87.121.96,4,4,0,262.82,0.22,AMS,443
66.151.34.232,4,4,0,283.37,0.22,HEL,8443
213.159.77.220,4,4,0,173.75,0.22,ZAG,443
37.220.85.88,4,4,0,257.09,0.22,AMS,443
95.216.140.177,4,4,0,277.04,0.22,FRA,443
45.14.244.124,4,4,0,208.44,0.22,AMS,443
46.17.102.9,4,4,0,191.21,0.22,AMS,443
188.253.26.128,4,4,0,269.13,0.22,AMS,443
152.53.141.186,4,4,0,193.33,0.22,FRA,8443
103.90.75.41,4,4,0,160.79,0.22,AMS,8443
91.84.100.104,4,4,0,265.04,0.22,AMS,8443
151.91.39.191,4,4,0,283.51,0.22,MXP,443
82.115.7.107,4,4,0,255.47,0.22,AMS,443
91.84.103.232,4,4,0,252.44,0.22,AMS,443
193.168.227.144,4,4,0,201.05,0.22,ARN,443
147.45.156.244,4,4,0,261.36,0.22,AMS,8443
80.74.26.226,4,4,0,221.69,0.22,AMS,443
193.38.235.100,4,4,0,281.02,0.22,AMS,2053
91.84.105.32,4,4,0,241.4,0.22,AMS,443
159.65.94.176,4,4,0,271.01,0.22,LHR,8080
192.9.190.80,4,3,0.25,279.08,0.21,SYD,23862
82.148.30.224,4,4,0,141.32,0.21,ARN,443
65.109.186.249,4,3,0.25,278.42,0.21,FRA,2053
185.186.244.191,4,4,0,197.63,0.21,AMS,81
212.34.134.96,4,4,0,249.76,0.21,AMS,443
189.1.128.29,4,4,0,361.07,0.21,GIG,443
185.18.54.225,4,4,0,190.78,0.21,AMS,443
91.149.238.88,4,4,0,261.11,0.21,LHR,443
62.192.174.248,4,3,0.25,307.44,0.21,WAW,443
5.178.96.153,4,4,0,268.71,0.21,ARN,8443
144.22.144.168,4,4,0,345.77,0.21,GRU,4242
195.123.211.204,4,3,0.25,359.7,0.21,WAW,81
194.87.0.156,4,4,0,355.69,0.21,AMS,443
46.36.218.151,4,4,0,278.11,0.21,TLL,443
46.8.64.82,4,4,0,290.23,0.21,ARN,8443
57.128.182.52,4,3,0.25,286.6,0.21,LHR,8443
91.148.134.83,4,4,0,331.01,0.21,LIM,8443
74.119.195.197,4,4,0,218.78,0.21,AMS,443
94.241.173.212,4,4,0,271.77,0.21,AMS,8443
31.57.106.126,4,4,0,280.24,0.21,ARN,443
45.154.35.30,4,4,0,266.18,0.21,AMS,8443
109.73.195.158,4,4,0,194.32,0.21,DME,2053
37.27.90.102,4,4,0,311.65,0.21,FRA,8443
195.226.194.222,4,4,0,179.37,0.21,AMS,2053
185.170.215.228,4,4,0,279.15,0.2,LHR,443
77.73.68.99,4,4,0,247.45,0.2,ARN,443
91.84.111.184,4,4,0,280.08,0.2,AMS,443
95.164.89.124,4,4,0,201.23,0.2,FRA,2053
88.218.94.172,4,4,0,271.77,0.2,AMS,8443
158.180.231.216,4,4,0,184.13,0.2,MXP,443
95.182.120.208,4,4,0,192.04,0.2,ARN,2053
185.94.165.207,4,4,0,280.31,0.2,AMS,443
103.137.248.227,4,4,0,230.64,0.2,AMS,443
185.162.216.47,4,4,0,244.46,0.2,LHR,8443
31.15.19.61,4,4,0,268.55,0.2,AMS,443
46.8.64.82,4,4,0,272.7,0.2,ARN,8443
31.57.92.221,4,4,0,286.31,0.2,ARN,8443
91.84.107.170,4,4,0,272.45,0.2,AMS,443
77.221.136.206,4,4,0,272.43,0.2,FRA,443
217.194.148.124,4,4,0,187.97,0.2,AMS,8443
45.59.124.10,4,4,0,213.58,0.2,ZRH,443
129.159.143.171,4,4,0,252.52,0.2,TLV,8443
103.143.40.177,4,3,0.25,391.55,0.2,ULN,443
91.149.242.110,4,4,0,275.73,0.2,MAD,443
91.84.103.109,4,4,0,249.64,0.2,AMS,443
185.162.10.111,4,4,0,277.15,0.2,SOF,8443
213.183.51.146,4,4,0,203.48,0.2,AMS,2053
176.126.103.163,4,4,0,259.88,0.2,DME,443
164.92.219.230,4,4,0,252.57,0.2,AMS,2053
5.182.38.111,4,4,0,224.43,0.2,BUD,443
16.176.42.97,4,4,0,175.21,0.19,SYD,443
212.111.82.142,4,4,0,270.1,0.19,AMS,443
148.113.43.228,4,4,0,257.22,0.19,BOM,2053
147.45.104.125,4,4,0,202.67,0.19,ARN,443
134.122.61.31,4,4,0,258.28,0.19,AMS,443
46.17.99.55,4,4,0,176.83,0.19,AMS,443
45.144.29.77,4,4,0,206.89,0.19,AMS,443
93.183.124.221,4,4,0,288.63,0.19,AMS,8443
195.58.50.128,4,4,0,269.35,0.19,AMS,8443
46.30.46.217,4,4,0,354.23,0.19,AMS,443
45.81.35.107,4,4,0,241.33,0.19,AMS,443
91.84.98.217,4,4,0,255.77,0.19,AMS,8443
95.217.186.94,4,3,0.25,285.13,0.19,FRA,9443
31.172.78.208,4,4,0,179.63,0.19,AMS,8443
95.164.55.242,4,4,0,383.95,0.19,ARN,8443
31.57.93.4,4,4,0,278.69,0.19,ARN,8443
45.154.35.142,4,4,0,253.72,0.19,AMS,443
217.194.148.124,4,4,0,213.65,0.19,AMS,8443
3.9.223.59,4,4,0,203.23,0.19,LHR,443
185.142.99.154,4,4,0,270.95,0.19,AMS,443
45.114.61.83,4,4,0,269.12,0.18,AMS,443
45.129.199.80,4,4,0,305.64,0.18,ARN,8443
158.101.199.249,4,4,0,234.62,0.18,AMS,8443
2.59.183.140,4,4,0,200.21,0.18,AMS,443
68.183.15.133,4,4,0,261.79,0.18,AMS,443
77.91.69.51,4,4,0,256.43,0.18,TLV,8443
193.32.176.44,4,4,0,256.84,0.18,LHR,443
185.244.218.189,4,4,0,201.76,0.18,AMS,443
185.128.106.28,4,4,0,179.2,0.18,ARN,443
95.179.189.0,4,4,0,197.53,0.18,AMS,2053
195.133.39.107,4,4,0,287.49,0.18,AMS,443
212.192.6.118,4,4,0,310.3,0.18,FRA,443
31.58.137.132,4,3,0.25,644.73,0.18,ARN,2053
85.92.108.176,4,4,0,265.94,0.18,AMS,443
152.53.143.195,4,4,0,197.93,0.18,FRA,8443
147.45.248.214,4,4,0,253.29,0.18,AMS,443
31.56.196.17,4,3,0.25,279.64,0.18,ARN,8443
147.45.174.95,4,4,0,253.04,0.18,AMS,8443
103.54.18.18,4,4,0,231.63,0.18,AMS,2053
91.186.219.15,4,4,0,264.68,0.18,FRA,443
93.183.91.7,4,4,0,251.92,0.18,AMS,8443
85.203.39.55,4,3,0.25,311.13,0.18,ARN,443
2.56.90.32,4,4,0,355.06,0.18,AMS,2053
31.56.196.240,4,4,0,285.49,0.18,ARN,8443
57.129.137.234,4,3,0.25,313.11,0.18,LHR,8443
46.8.229.84,4,4,0,254.03,0.18,AMS,2053
57.129.137.208,4,3,0.25,328.59,0.18,LHR,443
24.144.77.193,4,4,0,277.8,0.18,AMS,2053
91.108.241.5,4,4,0,272.83,0.18,FRA,2053
185.186.244.217,4,4,0,200.47,0.17,AMS,81
45.140.147.139,4,4,0,190.6,0.17,AMS,443
194.48.141.54,4,4,0,312.14,0.17,AMS,8443
